Company,Item,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium  (mg),Carbs (g),Fiber (g),Sugars (g),Protein (g)
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),100.0,5,3,0,15,105,15,0,7.0,5
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),120.0,6,3.5,0,20,130,18,0,9.0,6
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),150.0,8,4.5,0,25,160,22,0,11.0,8
McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),130.0,7,4,0,20,125,17,0,10.0,7
McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),160.0,8,5,0,25,150,21,0,11.0,8
McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),180.0,10,6,0,30,180,25,0,13.0,10
McDonald’s,Mocha (Small),280.0,11,6,0,20,125,40,0,33.0,6
McDonald’s,Mocha (Medium),330.0,12,7,0,25,150,48,0,41.0,7
McDonald’s,Mocha (Large),400.0,14,8,0.5,30,190,58,0,49.0,10
McDonald’s,Hot Chocolate (Small),300.0,12,7,0,25,135,41,0,35.0,8
McDonald’s,Hot Chocolate (Medium),380.0,15,9,0.5,30,170,53,0,45.0,10
McDonald’s,Hot Chocolate (Large),460.0,18,10,0.5,40,220,63,0,54.0,13
McDonald’s,Iced Latte (Small),80.0,4.5,2.5,0,15,65,6,0,6.0,4
McDonald’s,Iced Latte (Medium),100.0,6,3.5,0,15,80,8,0,8.0,6
McDonald’s,Iced Latte (Large),140.0,8,4.5,0,25,105,10,0,10.0,7
McDonald’s,Iced Caramel Latte (Small),160.0,3,1.5,0,10,100,29,0,29.0,3
McDonald’s,Iced Caramel Latte (Medium),180.0,4.5,2.5,0,15,120,31,0,31.0,4
McDonald’s,Iced Caramel Latte (Large),230.0,6,3.5,0,15,150,40,0,40.0,6
McDonald’s,Iced Hazelnut Latte (Small),160.0,3,1.5,0,10,45,31,0,31.0,3
McDonald’s,Iced Hazelnut Latte (Medium),180.0,4.5,2.5,0,15,65,33,0,33.0,4
McDonald’s,Iced Hazelnut Latte (Large),230.0,6,3.5,0,15,85,41,0,41.0,6
McDonald’s,Iced Vanilla Latte (Small),160.0,3,1.5,0,10,45,31,0,31.0,3
McDonald’s,Iced Vanilla Latte (Medium),190.0,4.5,2.5,0,15,70,33,0,33.0,5
McDonald’s,Iced Vanilla Latte (Large),230.0,6,3.5,0,15,85,41,0,41.0,6
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),60.0,3,2,0,10,80,12,0,4.0,3
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),90.0,5,3,0,15,105,14,0,6.0,5
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),110.0,6,3.5,0,15,130,19,0,8.0,6
McDonald’s,Iced Mocha (Medium),310.0,13,8,0,25,140,42,0,35.0,7
McDonald’s,Caramel Mocha (Large),360.0,14,8,0.5,35,220,47,0,46.0,10
McDonald’s,Caramel Mocha (Medium),290.0,12,7,0,25,180,39,0,38.0,8
McDonald’s,Caramel Mocha (Small),250.0,11,6,0,25,150,33,0,31.0,7
McDonald’s,Iced Caramel Mocha (Large),380.0,16,9,0.5,35,210,48,0,46.0,10
McDonald’s,Iced Caramel Mocha (Medium),300.0,14,8,0,30,160,36,0,33.0,8
McDonald’s,Iced Caramel Mocha (Small),240.0,12,7,0,25,130,29,0,26.0,6
McDonald’s,Frappe Caramel (Small),450.0,20,13,1,55,135,61,0,57.0,6
McDonald’s,Frappe Caramel (Medium),550.0,24,15,1,70,160,76,0,71.0,8
McDonald’s,Frappe Caramel (Large),680.0,29,18,1.5,85,200,94,0,88.0,10
McDonald’s,Frappe Mocha (Small),450.0,20,13,1,55,130,62,1,56.0,7
McDonald’s,Frappe Mocha (Medium),560.0,24,15,1,65,160,78,1,70.0,8
McDonald’s,Frappe Mocha (Large),680.0,28,18,1,80,200,96,1,87.0,10
McDonald’s,Strawberry Banana Smoothie (Large),330.0,1,0.5,0,5,55,77,4,70.0,3
McDonald’s,Strawberry Banana Smoothie (Medium),260.0,1,0,0,5,40,60,3,54.0,2
McDonald’s,Strawberry Banana Smoothie (Small),210.0,0.5,0,0,5,35,49,2,44.0,2
McDonald’s,Wild Berry Smoothie (Large),320.0,1,0.5,0,5,45,75,4,69.0,3
McDonald’s,Wild Berry Smoothie (Medium),260.0,1,0,0,5,35,60,4,55.0,3
McDonald’s,Wild Berry Smoothie (Small),210.0,0.5,0,0,5,30,48,3,44.0,2
Burger King,Whopper® Sandwich,660.0,40,12,1.5,90,980,49,2,11.0,28
Burger King,Whopper® Sandwich with Cheese,740.0,46,16,2,115,1340,50,2,11.0,32
Burger King,Bacon & Cheese Whopper® Sandwich,790.0,51,17,2,125,1560,50,2,11.0,35
Burger King,Double Whopper® Sandwich,900.0,58,20,3,175,1050,49,2,11.0,48
Burger King,Double Whopper® Sandwich with Cheese,980.0,64,24,3,195,1410,50,2,11.0,52
Burger King,Triple Whopper® Sandwich,1130.0,75,28,4,255,1120,49,2,11.0,67
Burger King,Triple Whopper® Sandwich with Cheese,1220.0,82,32,4.5,280,1470,50,2,11.0,71
Burger King,Whopper JR.® Sandwich,310.0,18,5,0.5,40,390,27,1,7.0,13
Burger King,Bacon King Sandwich,1150.0,79,31,3.5,240,2150,49,2,10.0,61
Burger King,Cheddar Bacon King Sandwich,1190.0,84,33,3.5,235,1930,50,2,11.0,64
Burger King,Single Quarter Pound King Sandwich,580.0,29,13,1.5,105,1310,49,2,10.0,32
Burger King,Double Quarter Pound King Sandwich,900.0,54,25,3,210,1740,50,2,11.0,56
Burger King,Single Stacker King,700.0,42,16,2,125,1360,48,1,10.0,35
Burger King,Double Stacker King,1050.0,68,28,3.5,235,1870,49,1,11.0,61
Burger King,IMPOSSIBLE Whopper® Sandwich,630.0,34,11,0,10,1080,58,4,12.0,25
Burger King,Hamburger,240.0,10,3.5,0.5,35,380,26,1,6.0,13
Burger King,Cheeseburger,280.0,13,6,0.5,45,560,27,1,7.0,15
Burger King,Double Hamburger,350.0,18,7,1,70,410,26,1,6.0,21
Burger King,Double Cheeseburger,390.0,21,9,1.5,85,590,27,1,7.0,23
Burger King,Extra Long Cheeseburger,630.0,37,14,1.5,100,1050,45,2,9.0,29
Burger King,Bacon Cheeseburger,320.0,16,7,0.5,55,710,27,1,7.0,17
Burger King,Bacon Double Cheeseburger,420.0,24,10,1.5,90,740,27,1,7.0,25
Burger King,Crispy Chicken Sandwich,670.0,41,7,0,60,1080,54,2,8.0,23
Burger King,Spicy Crispy Chicken Sandwich,700.0,42,7,0,65,1140,57,3,8.0,25
Burger King,Original Chicken Sandwich,660.0,40,7,0,75,1170,48,2,5.0,28
Burger King,Bacon & Cheese Crispy Chicken Sandwich,800.0,52,13,1,95,1650,55,2,8.0,30
Burger King,BBQ Bacon Crispy Chicken Sandwich,790.0,49,10,0.5,80,1630,60,2,13.0,28
Burger King,Crispy Chicken Jr.,450.0,30,5,0,30,780,34,2,5.0,12
Burger King,Spicy Crispy Chicken Jr.,390.0,21,3.5,0,30,740,37,2,6.0,12
Burger King,Chicken Nuggets- 4pc,170.0,11,1.5,0,25,310,11,1,0.0,8
Burger King,Chicken Nuggets- 6pc,260.0,16,2.5,0,35,470,16,1,0.0,12
Burger King,Chicken Nuggets- 10pc,430.0,27,4.5,0,55,780,27,2,0.0,20
Burger King,Chicken Nuggets- 20pc,860.0,54,9,0,115,1570,53,3,1.0,39
Burger King,Spicy Chicken Nuggets- 4pc,210.0,15,3,0,20,570,11,2,0.0,8
Burger King,Spicy Chicken Nuggets- 6pc,320.0,22,4.5,0,35,850,17,3,0.0,12
Burger King,Spicy Chicken Nuggets- 10 pc,530.0,37,7,0,55,1420,28,4,1.0,20
Burger King,Spicy Chicken Nuggets- 20 pc,1050.0,74,15,0,110,2840,56,9,1.0,40
Burger King,Chicken Fries – 9 pc.,280.0,17,2.5,0,35,850,20,1,1.0,13
Burger King,Crispy Taco,170.0,9,3,0,10,410,19,2,1.0,5
Burger King,BIG FISH Sandwich,510.0,28,4.5,0,30,1180,51,2,7.0,16
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,440.0,25,7,0,75,930,31,3,4.0,25
Burger King,Club Salad with Crispy Chicken – no dressing,540.0,33,10,0,95,1380,31,3,5.0,31
Burger King,Garden Side Salad – w/o dressing,60.0,4,2.5,0,10,95,3,1,2.0,4
Burger King,Ken’s Ranch Dressing,260.0,28,4,0,10,240,2,0,2.0,1
Burger King,Ken’s Golden Italian Dressing,160.0,17,2.5,0,0,380,4,0,3.0,0
Burger King,Ken’s Lite Honey Balsamic Vinaigrette,120.0,8,1,0,0,220,14,0,11.0,0
Burger King,Buttery Garlic Croutons- Packet,60.0,2.5,0,0,10,180,9,0,1.0,1
Burger King,Onion Rings – value,150.0,8,1.5,0,0,400,19,1,2.0,1
Burger King,Onion Rings – small,320.0,16,3,0,0,840,41,3,4.0,3
Burger King,Onion Rings – medium,410.0,21,3.5,0,0,1080,53,4,5.0,4
Burger King,Onion Rings – large,500.0,25,4.5,0,0,1310,64,5,7.0,5
Burger King,French Fries – value (unsalted),220.0,9,1.5,0,0,210,34,3,1.0,2
Burger King,French Fries – small,320.0,13,2,0,0,300,49,5,1.0,4
Burger King,French Fries – medium,380.0,16,2,0,0,360,58,6,1.0,4
Burger King,French Fries – large,430.0,18,2.5,0,0,410,66,7,2.0,5
Burger King,Kids Oatmeal,170.0,3,1.5,0,5,260,32,3,12.0,4
Burger King,Chicken Nuggets- 4pc,170.0,11,1.5,0,25,310,11,1,0.0,8
Burger King,Chicken Nuggets- 6pc,260.0,16,2.5,0,35,470,16,1,0.0,12
Burger King,Hamburger,240.0,10,3.5,0.5,35,380,26,1,6.0,13
Burger King,Cheeseburger,280.0,13,6,0.5,45,560,27,1,7.0,15
Burger King,Mott’s® Natural Applesauce,50.0,0,0,0,0,0,13,1,11.0,0
Burger King,Fat FREE Milk (8 fl oz),90.0,0,0,0,5,125,13,0,12.0,9
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160.0,2.5,1.5,0,15,150,26,0,25.0,8
Burger King,Capri Sun® 100% Apple Juice (6 fl oz),80.0,0,0,0,0,25,20,0,20.0,0
Burger King,PB&J Jamwich,300.0,16,3,0,0,290,33,4,11.0,11
Burger King,Soft Serve Cone,190.0,4.5,3,0,20,150,32,0,24.0,5
Burger King,Dutch Apple Pie,340.0,14,6,0,0,310,51,1,25.0,3
Burger King,HERSHEY®’S Sundae Pie,310.0,19,12,0,10,220,32,1,22.0,3
Burger King,Pie made with TWIX®,370.0,20,13,0,10,330,45,1,30.0,4
Burger King,OREO® Cookie Cheesecake,350.0,18,8,0,35,310,41,1,25.0,6
Burger King,Soft Serve Cone,190.0,4.5,3,0,20,150,32,0,24.0,5
Burger King,Soft Serve Cup,170.0,4.5,3,0,20,150,28,0,24.0,5
Burger King,HERSHEY®’s Chocolate Sundae,260.0,5,3,0,20,160,49,1,43.0,5
Burger King,Caramel Sundae,240.0,5,3.5,0,20,210,42,0,33.0,5
Burger King,Chocolate Chip Cookies (each),160.0,8,4,0,10,125,24,1,15.0,2
Burger King,CROISSAN’WICH® Egg & Cheese,340.0,18,8,0,160,610,29,1,4.0,12
Burger King,"CROISSAN’WICH® Sausage, Egg & Cheese",500.0,33,13,0,195,930,30,1,4.0,19
Burger King,"CROISSAN’WICH® Ham, Egg & Cheese",370.0,19,8,0,175,1030,30,1,5.0,17
Burger King,"CROISSAN’WICH® Bacon, Egg & Cheese",370.0,21,9,0,170,760,30,1,4.0,14
Burger King,Fully Loaded CROISSAN’WICH®,610.0,40,17,0.5,225,1680,31,1,5.0,28
Burger King,Double CROISSAN’WICH® with Sausage & Bacon,580.0,40,16,0.5,215,1260,31,1,5.0,23
Burger King,Double CROISSAN’WICH® with Sausage,710.0,52,20,0.5,240,1420,31,1,5.0,29
Burger King,Double CROISSAN’WICH® with Ham & Sausage,580.0,38,16,0.5,220,1530,31,1,5.0,27
Burger King,Fully Loaded Biscuit,640.0,45,20,0,225,2190,31,1,4.0,28
Burger King,"Ham, Egg, & Cheese Biscuit",400.0,24,12,0,175,1550,29,1,3.0,17
Burger King,"Sausage, Egg, & Cheese Biscuit",530.0,38,17,0,195,1440,29,1,3.0,19
Burger King,"Bacon, Egg & Cheese Biscuit",400.0,26,13,0,170,1270,29,1,3.0,13
Burger King,Sausage Biscuit,420.0,28,6,0,35,1050,28,1,2.0,12
Burger King,Breakfast Burrito Jr.,370.0,23,8,0,150,930,27,3,2.0,15
Burger King,EGG-NORMOUS BURRITOΡ,780.0,42,15,0,355,1960,68,3,4.0,32
Burger King,BK™ Ultimate Breakfast Platter,930.0,44,11,0,390,2230,110,4,40.0,24
Burger King,NY Ultimate Platter (Regional menu item),900.0,46,12,0,380,1760,95,5,31.0,25
Burger King,Pancake and Sausage platter,610.0,31,9,0,80,1010,72,1,30.0,12
Burger King,Hash Browns – small,250.0,16,3.5,0,0,580,24,3,0.0,2
Burger King,Hash Browns – medium,500.0,33,7,0,0,1140,48,7,0.0,4
Burger King,Hash Browns – large,670.0,44,9,0,0,1530,65,9,0.0,5
Burger King,French Toast Sticks (3 piece),230.0,11,2,0,0,260,29,1,8.0,3
Burger King,French Toast Sticks (5 piece),380.0,18,3,0,0,430,49,2,13.0,5
Burger King,American Cheese (slice),40.0,3.5,2,0,10,180,1,0,0.0,2
Burger King,Ketchup (Packet),10.0,0,0,0,0,125,3,0,2.0,0
Burger King,Mayonnaise (Packet),80.0,9,0.5,0,10,75,1,0,0.0,0
Burger King,Strawberry or Grape Jam (packet),30.0,0,0,0,0,0,7,0,6.0,0
Burger King,Breakfast Syrup (1 oz),120.0,0,0,0,0,15,30,0,18.0,0
Burger King,Barbecue Dipping Sauce (1 oz),40.0,0,0,0,0,310,11,0,10.0,0
Burger King,Ranch Dipping Sauce (1 oz),140.0,15,2.5,0,10,85,1,0,1.0,1
Burger King,Buffalo Dipping Sauce (1 oz),80.0,8,1.5,0,5,360,2,0,1.0,0
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),150.0,15,2.5,0,20,240,3,0,0.0,0
Burger King,Honey Mustard Dipping Sauce (1oz),90.0,6,1,0,10,180,8,0,7.0,0
Burger King,Fat FREE Milk (8 fl oz),90.0,0,0,0,5,125,13,0,12.0,9
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160.0,2.5,1.5,0,15,150,26,0,25.0,8
Burger King,Smoothie: Strawberry Banana 16 fl oz,310.0,1,0,0,0,55,71,3,50.0,4
Burger King,Oreo® Shake,720.0,20,12,0.5,65,540,118,1,98.0,16
Burger King,Chocolate Oreo® Shake,740.0,22,13,0.5,70,680,121,1,101.0,17
Burger King,Vanilla Milk Shake,580.0,15,10,0,60,420,98,0,85.0,14
Burger King,HERSHEY®’S Chocolate Milk Shake,610.0,16,10,0,60,500,103,1,88.0,14
Burger King,Strawberry Milk Shake,640.0,15,10,0,60,440,113,0,99.0,14
Burger King,16 fl oz,210.0,0,0,0,0,50,58,0,58.0,0
Burger King,20 fl oz,270.0,0,0,0,0,60,73,0,73.0,0
Burger King,29 fl oz,290.0,0,0,0,0,85,105,0,105.0,0
Burger King,38 fl oz,510.0,0,0,0,0,115,138,0,138.0,0
Burger King,16 fl oz,0.0,0,0,0,0,70,0,0,0.0,0
Burger King,20 fl oz,0.0,0,0,0,0,85,0,0,0.0,0
Burger King,29 fl oz,0.0,0,0,0,0,120,0,0,0.0,0
Burger King,38 fl oz,0.0,0,0,0,0,160,0,0,0.0,0
Burger King,16 fl oz,210.0,0,0,0,0,95,56,0,56.0,0
Burger King,20 fl oz,260.0,0,0,0,0,120,70,0,70.0,0
Burger King,29 fl oz,380.0,0,0,0,0,170,102,0,102.0,0
Burger King,38 fl oz,500.0,0,0,0,0,230,133,0,133.0,0
Burger King,16 fl oz,190.0,0,0,0,0,60,52,0,51.0,0
Burger King,20 fl oz,240.0,0,0,0,0,75,65,0,64.0,0
Burger King,29 fl oz,350.0,0,0,0,0,105,94,0,93.0,0
Burger King,38 fl oz,450.0,0,0,0,0,140,124,0,121.0,0
Burger King,16 fl oz,240.0,0,0,0,0,100,65,0,65.0,0
Burger King,20 fl oz,300.0,0,0,0,0,120,81,0,81.0,0
Burger King,29 fl oz,350.0,0,0,0,0,180,118,0,118.0,0
Burger King,38 fl oz,450.0,0,0,0,0,230,155,0,155.0,0
Burger King,16 fl oz,220.0,0,0,0,0,55,61,0,61.0,0
Burger King,20 fl oz,280.0,0,0,0,0,70,76,0,76.0,0
Burger King,29 fl oz,410.0,0,0,0,0,100,110,0,110.0,0
Burger King,38 fl oz,450.0,0,0,0,0,130,145,0,145.0,0
Burger King,16 fl oz,230.0,0,0,0,0,60,62,0,61.0,0
Burger King,20 fl oz,280.0,0,0,0,0,70,78,0,77.0,0
Burger King,29 fl oz,410.0,0,0,0,0,105,113,0,111.0,0
Burger King,38 fl oz,530.0,0,0,0,0,135,148,0,146.0,0
Burger King,16 fl oz,220.0,0,0,0,0,75,62,0,60.0,0
Burger King,20 fl oz,280.0,0,0,0,0,95,77,0,75.0,0
Burger King,29 fl oz,410.0,0,0,0,0,135,111,0,109.0,0
Burger King,38 fl oz,450.0,0,0,0,0,180,146,0,143.0,0
Burger King,16 fl oz,10.0,0,0,0,0,60,3,0,0.0,0
Burger King,20 fl oz,10.0,0,0,0,0,70,4,0,0.0,0
Burger King,29 fl oz,15.0,0,0,0,0,105,5,0,0.0,0
Burger King,38 fl oz,20.0,0,0,0,0,135,7,0,0.0,0
Burger King,20 fl oz,120.0,0,0,0,0,0,35,0,35.0,0
Burger King,29 fl oz,160.0,0,0,0,0,0,49,0,49.0,0
Burger King,40 fl oz,240.0,0,0,0,0,0,71,0,71.0,0
Burger King,20 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,29 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,40 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,Capri Sun® 100% Apple Juice,80.0,0,0,0,0,25,20,0,20.0,0
Burger King,Minute Maid® Orange Juice,140.0,0,0,0,0,20,33,0,30.0,2
Burger King,Frozen Coke® – 16 oz,130.0,0,0,0,0,50,35,0,35.0,0
Burger King,BK® Café Coffee- 12 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,BK® Café Coffee- 16 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,BK® Café Coffee- 20 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,BK® Café Decaf Coffee- 12 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,BK® Café Decaf Coffee- 16 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,BK® Café Decaf Coffee- 20 fl oz,0.0,0,0,0,0,0,0,0,0.0,0
Burger King,BK® Café Iced Vanilla Coffee- 12 fl oz,150.0,8,4,0,25,30,21,0,21.0,1
Burger King,BK® Café Iced Vanilla Coffee- 16 fl oz,200.0,10,5,0,30,40,27,0,27.0,2
Burger King,BK® Café Iced Vanilla Coffee- 20 fl oz,260.0,13,7,0,40,50,34,0,34.0,2
Burger King,BK® Café Iced Mocha Coffee- 12 fl oz,180.0,8,4,0,25,40,27,1,25.0,2
Burger King,BK® Café Iced Mocha Coffee- 16 fl oz,240.0,10,6,0,30,55,35,1,32.0,2
Burger King,BK® Café Iced Mocha Coffee- 20 fl oz,300.0,13,7,0,40,70,45,2,41.0,3
Burger King,BK® Café Mocha Frappe- 12 fl oz,300.0,8,5,0,30,200,50,1,41.0,7
Burger King,BK® Café Mocha Frappe- 16 fl oz,400.0,10,7,0,40,270,68,1,58.0,9
Burger King,BK® Café Mocha Frappe- 20 fl oz,510.0,13,8,0,50,350,87,1,71.0,12
Burger King,BK® Café Caramel Frappe- 12 fl oz,300.0,8,5,0,35,210,50,0,41.0,7
Burger King,BK® Café Caramel Frappe- 16 fl oz,400.0,10,7,0,40,280,68,0,56.0,9
Burger King,BK® Café Caramel Frappe- 20 fl oz,500.0,12,8,0,50,350,86,0,71.0,11
Wendy’s,Baconator,950.0,62,24,3,205,1630,40,2,8.0,59
Wendy’s,Dave’s Double,810.0,51,20,3,175,1280,41,3,8.0,49
Wendy’s,Dave’s Single,570.0,34,13,1.5,100,1110,40,3,9.0,30
Wendy’s,Dave’s Triple,1090.0,72,30,4,260,1650,43,3,9.0,71
Wendy’s,Double Stack,390.0,21,9,1.5,90,740,26,1,6.0,25
Wendy’s,Jr. Bacon Cheeseburger,380.0,22,8,1,65,680,25,1,5.0,19
Wendy’s,Jr. Cheeseburger,280.0,13,6,1,50,660,26,1,6.0,16
Wendy’s,Jr. Cheeseburger Deluxe,340.0,19,7,1,55,660,27,2,7.0,16
Wendy’s,Son of Baconator,630.0,39,15,1.5,125,1280,37,2,7.0,34
Wendy’s,3 Piece Chicken Tenders,330.0,16,2.5,0,75,1010,22,0,0.0,24
Wendy’s,4 Piece Chicken Nuggets,170.0,11,2,0,35,340,10,0,0.0,9
Wendy’s,4 Piece Chicken Tenders,430.0,21,3.5,0,100,1350,29,0,1.0,32
Wendy’s,6 Picece Chicken Nuggets,250.0,16,3.5,0,50,510,14,1,0.0,13
Wendy’s,6 Piece Chicken Tenders,650.0,32,5,0,150,2020,43,0,1.0,48
Wendy’s,10 Piece Chicken Nuggets,420.0,27,5,0,80,850,24,1,0.0,22
Wendy’s,Crispy Chicken BLT,420.0,23,6,0,50,950,35,2,5.0,20
Wendy’s,Crispy Chicken Sandwich,330.0,16,3,0,30,600,33,2,4.0,14
Wendy’s,Grilled Asiago Ranch Club,530.0,23,7,0,120,1220,36,3,6.0,43
Wendy’s,Grilled Chicken Sandwich,370.0,10,2,0,90,830,38,3,8.0,34
Wendy’s,Grilled Chicken Wrap,270.0,10,3.5,0,55,640,24,2,3.0,20
Wendy’s,Homestyle Asiago Ranch Chicken Club,660.0,34,9,0,100,1650,52,3,7.0,38
Wendy’s,Homestyle Chicken Sandwich,510.0,22,4,0,70,1150,51,3,6.0,28
Wendy’s,S’Awesome Sauce,120.0,12,2,0,0,170,4,1,3.0,1
Wendy’s,Spicy Asiago Ranch Club,670.0,32,9,0,100,1530,55,4,6.0,38
Wendy’s,Spicy Chicken Sandwich,510.0,20,3.5,0,65,1030,54,4,6.0,29
Wendy’s,Spicy Chicken Wrap,370.0,20,5,0,50,850,30,2,2.0,18
Wendy’s,"Apple Pecan Chicken Salad, Full Size",560.0,24,7,0,115,1020,52,7,40.0,38
Wendy’s,"Apple Pecan Chicken Salad, Half Size",340.0,17,4,0,55,550,29,4,22.0,20
Wendy’s,"Berry Burst Chicken Salad, Full Size",460.0,17,4.5,0,105,1090,41,7,29.0,41
Wendy’s,"Berry Burst Chicken Salad, Half Size",290.0,13,2.5,0,50,570,23,5,15.0,23
Wendy’s,Caesar Side Salad,240.0,15,4,0,30,500,19,3,4.0,8
Wendy’s,Garden Side Salad,250.0,18,4,0,20,460,18,2,4.0,7
Wendy’s,"Southwest Avocado Chicken Salad, Full Size",600.0,41,11,0,135,1220,18,7,7.0,42
Wendy’s,"Southwest Avocado Chicken Salad, Half Size",300.0,20,6,0,70,620,10,4,4.0,21
Wendy’s,"Spicy Caesar Chicken Salad, Full Size",720.0,42,12,1,150,1680,44,8,6.0,42
Wendy’s,"Spicy Caesar Chicken Salad, Half Size",410.0,23,6,0.5,75,930,30,5,4.0,23
Wendy’s,"Taco Salad, Full Size",660.0,32,13,1,85,1820,63,10,18.0,32
Wendy’s,"Taco Salad, Half Size",470.0,23,8,0.5,45,1320,49,7,12.0,19
Wendy’s,Apple Bites,35.0,0,0,0,0,0,9,2,7.0,0
Wendy’s,Baconator Fries,490.0,28,9,0,35,550,45,4,2.0,14
Wendy’s,Bacon Cheese Baked Potato,440.0,14,6,0,35,550,64,7,4.0,17
Wendy’s,Cheese Baked Potato,430.0,13,7,0,30,560,65,7,5.0,14
Wendy’s,Chili & Cheese Baked Potato,460.0,11,5,0,35,710,71,8,7.0,19
Wendy’s,"Chili, Large",250.0,7,3,0.5,50,1170,23,5,9.0,23
Wendy’s,"Chili, Small",170.0,5,2,0,35,780,16,4,6.0,15
Wendy’s,Chili Cheese Fries,500.0,25,8,0.5,35,710,53,6,4.0,16
Wendy’s,"Natural-Cut Fries, Junior",230.0,10,2,0,0,15,30,3,0.0,3
Wendy’s,"Natural-Cut Fries, Large",530.0,24,4.5,0,0,520,70,6,0.0,7
Wendy’s,"Natural-Cut Fries, Medium",420.0,19,3.5,0,0,420,56,5,0.0,6
Wendy’s,"Natural-Cut Fries, Small",320.0,15,2.5,0,0,320,43,4,0.0,5
Wendy’s,Plain Baked Potato,270.0,0,0,0,0,25,61,7,3.0,7
Wendy’s,Sour Cream and Chive Baked Potato,310.0,2.5,2.5,0,10,35,63,7,4.0,8
Wendy’s,Summer Berry Burst Fruit Cup,20.0,0,0,0,0,0,5,1,3.0,0
Wendy’s,1% Chocolate Milk,150.0,2.5,1.5,0,10,170,26,0,23.0,7
Wendy’s,1% White Milk,90.0,2,1.5,0,10,105,10,0,10.0,7
Wendy’s,"All-Natural Lemonade, Large",380.0,0,0,0,0,0,100,0,93.0,0
Wendy’s,"All-Natural Lemonade, Medium",330.0,0,0,0,0,0,86,0,81.0,0
Wendy’s,"All-Natural Lemonade, Small",190.0,0,0,0,0,0,50,0,47.0,0
Wendy’s,"Apple Kiwi Fruit Tea, Large",330.0,0,0,0,0,60,83,0,80.0,0
Wendy’s,"Apple Kiwi Fruit Tea, Medium",300.0,0,0,0,0,50,76,0,73.0,0
Wendy’s,"Apple Kiwi Fruit Tea, Small",170.0,0,0,0,0,30,44,0,42.0,0
Wendy’s,"Barq’s Root Beer, Large",450.0,0,0,0,0,180,122,0,122.0,0
Wendy’s,"Barq’s Root Beer, Medium",360.0,0,0,0,0,150,98,0,98.0,0
Wendy’s,"Barq’s Root Beer, Small",220.0,0,0,0,0,90,61,0,61.0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Large",5.0,0,0,0,0,25,2,0,0.0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Medium",0.0,0,0,0,0,15,1,0,0.0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Small",0.0,0,0,0,0,10,1,0,0.0,0
Wendy’s,"Caramel Iced Coffee, Medium",240.0,8,5,0,25,45,40,0,36.0,3
Wendy’s,"Caramel Iced Coffee, Small",160.0,6,3.5,0,20,30,26,0,24.0,2
Wendy’s,"Coca-Cola, Large",400.0,0,0,0,0,90,109,0,109.0,0
Wendy’s,"Coca-Cola, Medium",320.0,0,0,0,0,70,87,0,87.0,0
Wendy’s,"Coca-Cola, Small",200.0,0,0,0,0,45,54,0,54.0,0
Wendy’s,"Coca-Cola Zero Sugar, Large",0.0,0,0,0,0,100,1,0,0.0,0
Wendy’s,"Coca-Cola Zero Sugar, Medium",0.0,0,0,0,0,80,1,0,0.0,0
Wendy’s,"Coca-Cola Zero Sugar, Small",0.0,0,0,0,0,50,0,0,0.0,0
Wendy’s,"Diet Coke, Large",0.0,0,0,0,0,125,1,0,0.0,0
Wendy’s,"Diet Coke, Medium",0.0,0,0,0,0,100,1,0,0.0,0
Wendy’s,"Diet Coke, Small",0.0,0,0,0,0,45,0,0,0.0,0
Wendy’s,"Dr Pepper, Large",240.0,0,0,0,0,70,66,0,64.0,0
Wendy’s,"Dr Pepper, Medium",190.0,0,0,0,0,55,53,0,51.0,0
Wendy’s,"Dr Pepper, Small",120.0,0,0,0,0,35,33,0,32.0,0
Wendy’s,"Fanta Orange, Large",430.0,0,0,0,0,110,117,0,115.0,0
Wendy’s,"Fanta Orange, Medium",340.0,0,0,0,0,85,94,0,92.0,0
